Time,V1,V2,V3,V4,V5,ToutH2,TinAIR,ToutAIR,TinWAT,DoutH2,DoutAIR,TV
62,0.662857143,0.658369748,0.651117647,0.654714286,0.651537815,37.73846218,43.31982353,51.19518487,53.74377311,2.124537815,21.30357983,3.278596639
63,0.662957983,0.658168067,0.651697479,0.65492437,0.651495798,37.82006723,43.27915966,51.21414286,53.74489916,2.125831933,21.29531092,3.279243697
64,0.663092437,0.658495798,0.651521008,0.654966387,0.651512605,37.69355462,43.25769748,51.21983193,53.75431092,2.125226891,21.29490756,3.279588235
65,0.66312605,0.658117647,0.651806723,0.65502521,0.651462185,37.89742857,43.26446218,51.29492437,53.73705042,2.124915966,21.30998319,3.279537815
66,0.662916667,0.658516667,0.651533333,0.65495,0.651683333,38.06346667,43.28791667,51.32486667,53.741975,2.125016667,21.314975,3.2796
67,0.663302521,0.658420168,0.651672269,0.655016807,0.651705882,38.11591597,43.28994958,51.33194118,53.75241176,2.122731092,21.30047899,3.280117647
68,0.66305042,0.658470588,0.651420168,0.655008403,0.651411765,38.09621849,43.293,51.3212437,53.73372269,2.122184874,21.30368908,3.279361345
69,0.662957983,0.658109244,0.651563025,0.65507563,0.651546218,37.91433613,43.28827731,51.31127731,53.7559916,2.124571429,21.30337815,3.279252101
70,0.663058824,0.658546218,0.651310924,0.655201681,0.651344538,38.04846218,43.27530252,51.3057395,53.75128571,2.120983193,21.29677311,3.279462185
71,0.662891667,0.658191667,0.651275,0.654766667,0.651533333,38.04529167,43.306025,51.25551667,53.74591667,2.123783333,21.30788333,3.278658333
72,0.662957983,0.65794958,0.651268908,0.654890756,0.651235294,37.94538655,43.30431092,51.22042857,53.73491597,2.121806723,21.30776471,3.278302521
73,0.663,0.658058824,0.651252101,0.654697479,0.651218487,38.0452521,43.30376471,51.2659916,53.75742017,2.122571429,21.29809244,3.278226891
74,0.662815126,0.658184874,0.651470588,0.654613445,0.650840336,38.12165546,43.31086555,51.25614286,53.75231933,2.121033613,21.30655462,3.27792437
75,0.662680672,0.657865546,0.651210084,0.654680672,0.651117647,38.05589916,43.31142017,51.25105882,53.75,2.123151261,21.31455462,3.277554622
76,0.662491667,0.657675,0.65145,0.654733333,0.650866667,38.21970833,43.34640833,51.25141667,53.73996667,2.121091667,21.310925,3.277216667
77,0.662722689,0.65792437,0.651109244,0.654731092,0.650907563,37.97578151,43.35219328,51.2717479,53.76395798,2.118453782,21.308,3.277394958
78,0.662504202,0.657823529,0.651394958,0.654394958,0.650907563,38.05879832,43.34078992,51.28794958,53.78640336,2.119512605,21.32513445,3.27702521
79,0.662504202,0.657596639,0.651142857,0.654411765,0.650848739,38.04889916,43.34503361,51.27078992,53.75787395,2.120243697,21.31310924,3.276504202
80,0.662495798,0.657605042,0.651201681,0.654445378,0.650714286,38.08487395,43.33578151,51.27984034,53.76734454,2.12012605,21.31758824,3.276462185
81,0.662358333,0.657608333,0.651358333,0.654416667,0.65065,38.08835,43.31435833,51.23563333,53.75749167,2.1251,21.32494167,3.276391667
82,0.662352941,0.657697479,0.651067227,0.654411765,0.650386555,37.9865042,43.30537815,51.23340336,53.75255462,2.125983193,21.32133613,3.275915966
83,0.66210084,0.657386555,0.650596639,0.65394958,0.650008403,38.03354622,43.25541176,51.25988235,53.72237815,2.120151261,21.33142857,3.274042017
84,0.661529412,0.656823529,0.650252101,0.653663866,0.649697479,37.96178992,43.2477563,51.19104202,53.72264706,2.122344538,21.31745378,3.271966387
85,0.661478992,0.656428571,0.649756303,0.653117647,0.649092437,37.86780672,43.31477311,51.18905042,53.68610084,2.120571429,21.31381513,3.26987395
86,0.6606,0.655675,0.64935,0.65215,0.648491667,37.90021667,43.29409167,51.22745833,53.67858333,2.121891667,21.31168333,3.266266667
87,0.659739496,0.654798319,0.647932773,0.651554622,0.647571429,37.90660504,43.29268908,51.22893277,53.69582353,2.121991597,21.30837815,3.261596639
88,0.658865546,0.65410084,0.647008403,0.650865546,0.646445378,37.77518487,43.26336975,51.23653782,53.68009244,2.123168067,21.31521849,3.257285714
89,0.658084034,0.653201681,0.647310924,0.650067227,0.645932773,37.79794118,43.279,51.24341176,53.69663866,2.123647059,21.30389076,3.254596639
90,0.657941176,0.653008403,0.646537815,0.649680672,0.645563025,37.88923529,43.29420168,51.2757563,53.69610924,2.121084034,21.30815966,3.252731092
91,0.657647059,0.652512605,0.646117647,0.649596639,0.645092437,37.96735294,43.28109244,51.31228571,53.714,2.122201681,21.31178151,3.250966387
92,0.65675,0.651675,0.645333333,0.648425,0.644133333,38.09491667,43.23754167,51.29215833,53.7065,2.119541667,21.30160833,3.246316667
93,0.655739496,0.650411765,0.644336134,0.647554622,0.642781513,38.05706723,43.27093277,51.28269748,53.70393277,2.119428571,21.30142017,3.240823529
94,0.655201681,0.650436975,0.644310924,0.646764706,0.642563025,38.04695798,43.23105882,51.28135294,53.69408403,2.116697479,21.30636134,3.239277311
95,0.655378151,0.650689076,0.644453782,0.647268908,0.642823529,38.11706723,43.30285714,51.28872269,53.72766387,2.116621849,21.30808403,3.240613445
96,0.655529412,0.650798319,0.644403361,0.647613445,0.642806723,38.03436134,43.23301681,51.22570588,53.6927395,2.119596639,21.30564706,3.241151261
97,0.6554,0.650383333,0.644308333,0.647158333,0.64265,37.90168333,43.29219167,51.21885,53.688325,2.118875,21.29800833,3.2399
98,0.654260504,0.649394958,0.643546218,0.646033613,0.641378151,38.02621849,43.30285714,51.26487395,53.70632773,2.116781513,21.31652941,3.234613445
99,0.652252101,0.647563025,0.640352941,0.644168067,0.639067227,38.06181513,43.32326891,51.13494118,53.62257143,2.120470588,21.31447059,3.223403361
100,0.651504202,0.646478992,0.639546218,0.643134454,0.63787395,37.87531092,43.25828571,51.12384034,53.65903361,2.121764706,21.31742017,3.218537815
101,0.651142857,0.646403361,0.639798319,0.643201681,0.638151261,38.09107563,43.28739496,51.14268067,53.66107563,2.122352941,21.31803361,3.218697479
102,0.652275,0.647141667,0.6414,0.644258333,0.639166667,38.132175,43.26070833,51.15733333,53.6453,2.124025,21.327375,3.224241667
103,0.653605042,0.648630252,0.642689076,0.645798319,0.640487395,38.16872269,43.29601681,51.17280672,53.65328571,2.123672269,21.32242857,3.231210084
104,0.654529412,0.649957983,0.643848739,0.647092437,0.641823529,38.179,43.27589916,51.17489076,53.63810924,2.122142857,21.32584874,3.237252101
105,0.65587395,0.650596639,0.645487395,0.648344538,0.643235294,38.26416807,43.26535294,51.19695798,53.65212605,2.123663866,21.33130252,3.243537815
106,0.6564,0.651608333,0.645908333,0.648691667,0.643825,37.94923333,43.25989167,51.00305,53.436725,2.123658333,21.323275,3.246433333
107,0.656791667,0.652058333,0.646583333,0.649658333,0.644658333,38.06333333,43.24473333,51.15225,53.67105833,2.124758333,21.32391667,3.24975
108,0.656890756,0.652042017,0.646033613,0.649369748,0.643798319,37.99698319,43.24587395,51.15532773,53.70785714,2.122285714,21.31537815,3.248134454
109,0.655747899,0.650932773,0.645436975,0.648092437,0.642798319,37.91956303,43.27563025,51.18222689,53.70478992,2.118689076,21.3119916,3.243008403
110,0.65497479,0.64997479,0.644445378,0.646932773,0.641436975,37.87539496,43.22870588,51.17693277,53.67302521,2.119436975,21.30337815,3.237764706
111,0.654235294,0.649487395,0.643823529,0.646478992,0.641193277,37.76715126,43.20210084,51.2207479,53.66742857,2.121495798,21.30929412,3.235218487
112,0.654016667,0.649241667,0.643366667,0.646658333,0.641283333,37.88905,43.21855,51.25115,53.67338333,2.120308333,21.310775,3.234566667
113,0.654487395,0.649865546,0.643764706,0.647117647,0.641537815,37.90147059,43.24932773,51.27119328,53.68931933,2.119957983,21.29920168,3.236773109
114,0.655176471,0.650655462,0.644789916,0.647638655,0.642537815,38.12681513,43.24085714,51.33816807,53.71251261,2.120428571,21.31180672,3.240798319
115,0.655966387,0.65107563,0.645327731,0.648789916,0.64305042,38.28371429,43.26494958,51.35844538,53.71230252,2.119495798,21.31183193,3.244210084
116,0.656369748,0.65192437,0.646470588,0.648806723,0.643546218,38.18772269,43.23951261,51.34245378,53.70304202,2.115092437,21.31070588,3.247117647
117,0.656563025,0.651781513,0.646117647,0.649369748,0.643638655,38.32861345,43.27465546,51.33211765,53.69262185,2.113420168,21.3055042,3.247470588
118,0.6566,0.652041667,0.646916667,0.649608333,0.643758333,38.2925,43.25003333,51.35625,53.689125,2.115408333,21.30679167,3.248925
119,0.656815126,0.652168067,0.646647059,0.649336134,0.643815126,38.38333613,43.2659916,51.37884874,53.72063866,2.113697479,21.31091597,3.248781513
120,0.656857143,0.651966387,0.646798319,0.649621849,0.643806723,37.99228571,43.30957983,51.20190756,53.6650084,2.116201681,21.31261345,3.24905042
121,0.656579832,0.651747899,0.646596639,0.649369748,0.643563025,37.89010924,43.29831092,51.17788235,53.68295798,2.118193277,21.30490756,3.247857143
122,0.655546218,0.650756303,0.645436975,0.648571429,0.642243697,37.95481513,43.2910084,51.18594118,53.66822689,2.118789916,21.31519328,3.242554622
123,0.653883333,0.648716667,0.6437,0.64655,0.640141667,38.08901667,43.287225,51.19610833,53.67348333,2.117775,21.31885,3.232991667
124,0.652453782,0.647571429,0.641865546,0.644739496,0.638361345,38.12694118,43.30821008,51.0242437,53.35996639,2.121268908,21.32368067,3.224991597
125,0.652352941,0.647554622,0.641815126,0.644605042,0.638294118,37.84368908,43.27891597,51.13531933,53.65745378,2.117151261,21.33014286,3.224621849
126,0.651495798,0.646697479,0.641067227,0.64402521,0.637378151,37.9722605,43.24086555,51.16965546,53.65109244,2.118134454,21.32734454,3.220663866
127,0.651184874,0.646756303,0.640983193,0.643882353,0.637294118,38.17041176,43.35981513,51.19667227,53.67068067,2.12212605,21.32589076,3.22010084
128,0.650108333,0.6452,0.63935,0.641491667,0.635333333,37.43739167,43.40230833,49.729725,51.38734167,2.122641667,21.33375833,3.211483333
129,0.653344538,0.649193277,0.643134454,0.644722689,0.640193277,37.2725042,43.37180672,50.47916807,52.62768067,2.11994958,21.32869748,3.230588235
130,0.654808333,0.6509,0.645433333,0.647333333,0.641991667,37.868725,43.346425,51.1554,53.63991667,2.120091667,21.325,3.240466667
131,0.65592437,0.651731092,0.647168067,0.648605042,0.64305042,38.11836975,43.3165042,51.18954622,53.66547059,2.121647059,21.33081513,3.246478992
132,0.656991597,0.652890756,0.647890756,0.649722689,0.64412605,38.12077311,43.31,51.16987395,53.67277311,2.120453782,21.32816807,3.251621849
133,0.657891667,0.653625,0.649175,0.650516667,0.645316667,37.87165,43.32055833,51.10665833,53.66433333,2.119991667,21.32380833,3.256525
134,0.658537815,0.654176471,0.649596639,0.65089916,0.645705882,37.90027731,43.30212605,51.13737815,53.65295798,2.118445378,21.31028571,3.258915966
135,0.659151261,0.654537815,0.650252101,0.651857143,0.646361345,38.06038655,43.29580672,51.2462437,53.64590756,2.116756303,21.31105042,3.262159664
136,0.659369748,0.655159664,0.650714286,0.652134454,0.646756303,38.11023529,43.31832773,51.27867227,53.65860504,2.117033613,21.31994958,3.264134454
137,0.659679389,0.65559542,0.651358779,0.65210687,0.647366412,37.24061832,43.4060687,51.17619847,53.55796183,2.114778626,21.35466412,3.26610687
138,0.66045,0.655525,0.6513,0.651658333,0.647791667,37.33218333,43.41916667,51.31561667,53.642225,2.097116667,21.31835,3.266725
139,0.660983193,0.656134454,0.651739496,0.652235294,0.64789916,37.58789916,43.37505882,51.34505882,53.65606723,2.098453782,21.32842857,3.268991597
140,0.661176471,0.656487395,0.652394958,0.652546218,0.648176471,37.78555462,43.35,51.44102521,53.71521849,2.094680672,21.32433613,3.270781513
141,0.660983193,0.656327731,0.652579832,0.652445378,0.648201681,37.94385714,43.34165546,51.41857983,53.68923529,2.097285714,21.31922689,3.270537815
142,0.661109244,0.656294118,0.652193277,0.652890756,0.648193277,37.91215126,43.35987395,51.42082353,53.69823529,2.098857143,21.32815126,3.270680672
143,0.660775,0.655958333,0.6525,0.652283333,0.6478,37.70048333,43.38600833,51.425775,53.713075,2.097425,21.31693333,3.269316667
144,0.660563025,0.65605042,0.651453782,0.652638655,0.647588235,37.71435294,43.38777311,51.40666387,53.7189916,2.097588235,21.3082521,3.268294118
145,0.660033613,0.655109244,0.651848739,0.651739496,0.646915966,37.80527731,43.37796639,51.3950084,53.71506723,2.098773109,21.31006723,3.265647059
146,0.65994958,0.654831933,0.650983193,0.651672269,0.646647059,37.58858824,43.39736134,51.37142017,53.69011765,2.101252101,21.30883193,3.264084034
147,0.659243697,0.654789916,0.650546218,0.651268908,0.64605042,37.65959664,43.38342017,51.36912605,53.69729412,2.098966387,21.31448739,3.26189916
148,0.659516667,0.654566667,0.6503,0.650858333,0.645825,37.73819167,43.367,51.35541667,53.69915833,2.098825,21.3113,3.261066667
149,0.659159664,0.654243697,0.650235294,0.650714286,0.645521008,37.65357143,43.36484874,51.32968067,53.65487395,2.099428571,21.31327731,3.25987395
150,0.659445378,0.654445378,0.650638655,0.651159664,0.645806723,37.6857479,43.35244538,51.38742857,53.68886555,2.099453782,21.31490756,3.261495798
151,0.659588235,0.654436975,0.650142857,0.651042017,0.645798319,37.71663866,43.36038655,51.40244538,53.70792437,2.098470588,21.31221849,3.261008403
152,0.659453782,0.654411765,0.650831933,0.651369748,0.645537815,37.60297479,43.36189076,51.39151261,53.68164706,2.098571429,21.32078992,3.261605042
153,0.659638655,0.654638655,0.650495798,0.651462185,0.645831933,37.84498319,43.34403361,51.43664706,53.70239496,2.097285714,21.32176471,3.262067227
154,0.659516667,0.654425,0.6508,0.651016667,0.645733333,37.99431667,43.29838333,51.47311667,53.71805,2.096816667,21.32573333,3.261491667
155,0.659386555,0.654327731,0.650848739,0.651344538,0.645369748,37.92819328,43.29615966,51.44281513,53.70554622,2.09587395,21.31898319,3.261277311
156,0.659386555,0.654563025,0.650546218,0.651411765,0.645495798,37.89712605,43.37165546,51.4517563,53.71819328,2.097462185,21.31681513,3.261403361
157,0.659453782,0.654319328,0.650747899,0.65112605,0.645403361,37.91405042,43.34573109,51.45684034,53.73163025,2.095823529,21.31233613,3.26105042
158,0.659403361,0.654537815,0.650731092,0.651218487,0.645680672,37.95326891,43.3337479,51.4464958,53.73119328,2.096403361,21.31688235,3.261571429
159,0.658916667,0.6543,0.650975,0.651133333,0.645308333,37.82771667,43.31718333,51.40533333,53.69975833,2.097175,21.3096,3.260633333
160,0.659243697,0.654184874,0.650789916,0.651235294,0.645394958,37.74154622,43.3254958,51.38398319,53.68632773,2.09807563,21.31615966,3.260848739
161,0.659151261,0.654453782,0.650638655,0.651117647,0.645260504,37.86421008,43.25154622,51.39594118,53.68719328,2.099915966,21.30936975,3.260621849
162,0.659336134,0.654193277,0.650571429,0.651285714,0.645294118,37.7875042,43.25142017,51.39221849,53.69570588,2.099361345,21.31387395,3.260680672
163,0.659016807,0.654210084,0.651016807,0.650983193,0.645151261,37.7222437,43.32781513,51.39764706,53.68766387,2.097563025,21.31365546,3.260378151
164,0.659108333,0.65435,0.6508,0.651425,0.645325,37.766425,43.307625,51.4023,53.68530833,2.097066667,21.31734167,3.261008333
165,0.659092437,0.654109244,0.650084034,0.650621849,0.64502521,37.71383193,43.32363866,51.39297479,53.68052941,2.095201681,21.30969748,3.258932773
166,0.658907563,0.654033613,0.650386555,0.650857143,0.644831933,37.70096639,43.29432773,51.36636134,53.67508403,2.098260504,21.31277311,3.259016807
167,0.658857143,0.653764706,0.650285714,0.650495798,0.644781513,37.65622689,43.32227731,51.36916807,53.67760504,2.097504202,21.3092437,3.258184874
168,0.658336134,0.653739496,0.649840336,0.650680672,0.644336134,37.73665546,43.2859916,51.37016807,53.70269748,2.099378151,21.31634454,3.256932773
169,0.658366667,0.653525,0.649758333,0.650475,0.64415,37.69379167,43.27500833,51.38151667,53.69841667,2.0978,21.31280833,3.256275
170,0.658142857,0.653193277,0.649521008,0.650294118,0.644033613,37.71031092,43.22963025,51.38519328,53.68593277,2.099857143,21.30757143,3.255184874
171,0.658008403,0.653386555,0.649773109,0.649932773,0.643697479,37.73218487,43.26526891,51.4142521,53.70783193,2.098411765,21.31077311,3.254798319
172,0.657857143,0.653260504,0.649815126,0.650016807,0.643815126,37.79962185,43.25437815,51.39162185,53.70661345,2.097655462,21.30957983,3.254764706
173,0.658151261,0.652907563,0.649218487,0.65012605,0.643957983,37.86,43.24052941,51.38632773,53.69863025,2.09710084,21.30342017,3.254361345
174,0.658175,0.6534,0.649758333,0.650425,0.643891667,37.898825,43.213575,51.38143333,53.70548333,2.099533333,21.31575,3.25565
175,0.658201681,0.653142857,0.649983193,0.650613445,0.64392437,38.16644538,43.26616807,51.44619328,53.73265546,2.096495798,21.31182353,3.255865546
176,0.658067227,0.653302521,0.650058824,0.650336134,0.644109244,38.01057143,43.27894118,51.42642857,53.71940336,2.095915966,21.32059664,3.25587395
177,0.658294118,0.653386555,0.650008403,0.650722689,0.644092437,38.05394118,43.25203361,51.46478151,53.73167227,2.101109244,21.33019328,3.256504202
178,0.658210084,0.653504202,0.650277311,0.650235294,0.644033613,37.98504202,43.27982353,51.40305042,53.70752941,2.101722689,21.32794958,3.256260504
179,0.658158333,0.652925,0.649808333,0.650341667,0.643891667,37.53295833,43.32154167,51.236275,53.66311667,2.103166667,21.31359167,3.255125
180,0.658243697,0.65294958,0.649747899,0.650731092,0.643932773,37.5654958,43.28505882,51.24526891,53.65841176,2.103008403,21.3092437,3.255605042
181,0.65797479,0.653042017,0.65002521,0.650260504,0.643747899,37.5914958,43.28781513,51.24554622,53.67295798,2.104008403,21.30819328,3.25505042
182,0.690440909,0.686068182,0.685181818,0.685181818,0.679027273,39.29753636,43.32690455,50.89912727,53.43505,2.453495455,24.22674545,3.255
183,0.663621849,0.659218487,0.656991597,0.657184874,0.651109244,38.16714286,43.26084034,51.25052941,53.70870588,2.112605042,21.96627731,3.28812605
184,0.663605042,0.659159664,0.656773109,0.657302521,0.650638655,38.19864706,43.2614958,51.29570588,53.71401681,2.108680672,21.32145378,3.287478992
185,0.662991667,0.6586,0.656291667,0.656608333,0.650166667,38.03465,43.21081667,51.25905833,53.670525,2.108133333,21.3074,3.284658333
186,0.662605042,0.658277311,0.655815126,0.656537815,0.649714286,38.13814286,43.24615126,51.2477563,53.67956303,2.107378151,21.30910924,3.28294958
187,0.662184874,0.657840336,0.655613445,0.655865546,0.649151261,38.0182437,43.23482353,51.19967227,53.63877311,2.107857143,21.30131092,3.280655462
188,0.661672269,0.657445378,0.655302521,0.655571429,0.648647059,37.70005882,43.22341176,51.18901681,53.60646218,2.109806723,21.29687395,3.278638655
189,0.661411765,0.657445378,0.654991597,0.654815126,0.648268908,37.65406723,43.20559664,51.19759664,53.63704202,2.110680672,21.30162185,3.276932773
190,0.661277311,0.657159664,0.654865546,0.65497479,0.648,38.00264706,43.27413445,51.26459664,53.63717647,2.106142857,21.29664706,3.276277311
