Time,V1,V2,V3,V4,V5,ToutH2,TinAIR,ToutAIR,TinWAT,DoutH2,DoutAIR,TV
83,0.673193277,0.667168067,0.665378151,0.667285714,0.665756303,40.95076471,42.25805882,51.59193277,53.83270588,2.125336134,21.40063025,3.338781513
84,0.672333333,0.666583333,0.665416667,0.667125,0.665325,40.943275,42.27038333,51.5844,53.81860833,2.12235,21.39474167,3.336783333
85,0.672168067,0.666478992,0.664815126,0.666554622,0.664823529,40.83594118,42.27979832,51.56152941,53.82426891,2.123151261,21.39804202,3.334840336
86,0.671537815,0.665823529,0.664420168,0.665705882,0.664218487,40.91268067,42.28342857,51.57789916,53.82821849,2.121016807,21.39313445,3.331705882
87,0.671117647,0.665319328,0.663798319,0.665436975,0.663840336,40.91735294,42.27271429,51.57115126,53.81040336,2.123966387,21.39781513,3.329512605
88,0.671470588,0.665361345,0.66407563,0.665537815,0.664252101,40.96095798,42.27995798,51.55290756,53.80727731,2.119588235,21.40184034,3.330697479
89,0.67175,0.665966667,0.66445,0.665658333,0.664608333,40.94808333,42.29215,51.5706,53.80685833,2.120308333,21.399225,3.332433333
90,0.671890756,0.666084034,0.664991597,0.666193277,0.665,41.08154622,42.30033613,51.59280672,53.83128571,2.120512605,21.40697479,3.334159664
91,0.672462185,0.666420168,0.665277311,0.666831933,0.665310924,41.24615966,42.30712605,51.61098319,53.82294958,2.124411765,21.40833613,3.336302521
92,0.672865546,0.66687395,0.665336134,0.666991597,0.665537815,41.19660504,42.34194118,51.64348739,53.81923529,2.122613445,21.40068067,3.337605042
93,0.673,0.666991597,0.665689076,0.667285714,0.665714286,41.17023529,42.33493277,51.66269748,53.81859664,2.123529412,21.39653782,3.338680672
94,0.67310084,0.667487395,0.66592437,0.667327731,0.666042017,41.26678151,42.26616807,51.65073109,53.81247899,2.123184874,21.39653782,3.339882353
95,0.673025,0.666983333,0.665758333,0.667783333,0.666158333,41.34690833,42.30295,51.65581667,53.79266667,2.119075,21.394375,3.339708333
96,0.673453782,0.667394958,0.666218487,0.667722689,0.666403361,41.42252941,42.26835294,51.64329412,53.78321008,2.120596639,21.39219328,3.341193277
97,0.673781513,0.667478992,0.666067227,0.668134454,0.666201681,41.40538655,42.30623529,51.63636975,53.75716807,2.11702521,21.38615966,3.341663866
98,0.673722689,0.667638655,0.666260504,0.667596639,0.666504202,41.31204202,42.31185714,51.63845378,53.76,2.116016807,21.39832773,3.341722689
99,0.673731092,0.667966387,0.666302521,0.667882353,0.666420168,41.2892437,42.33632773,51.66341176,53.78259664,2.115369748,21.39844538,3.342302521
100,0.673783333,0.667633333,0.6664,0.667758333,0.666483333,41.334125,42.26906667,51.6383,53.774,2.120341667,21.39228333,3.342058333
101,0.673521008,0.667563025,0.666201681,0.667747899,0.666260504,41.27830252,42.29378992,51.63547899,53.79277311,2.120680672,21.40178992,3.341294118
102,0.673470588,0.667403361,0.666067227,0.667386555,0.666168067,41.26589076,42.278,51.62533613,53.80929412,2.126453782,21.39556303,3.340495798
103,0.673117647,0.666991597,0.665403361,0.667420168,0.66612605,41.21528571,42.29231933,51.60776471,53.80573109,2.125915966,21.38468067,3.339058824
104,0.672739496,0.66707563,0.665453782,0.667218487,0.665831933,41.22527731,42.28829412,51.57528571,53.80632773,2.133638655,21.38771429,3.338319328
105,0.672666667,0.666616667,0.665441667,0.666766667,0.665383333,41.10271667,42.300175,51.57045,53.81051667,2.131275,21.38458333,3.336875
106,0.672579832,0.666714286,0.66505042,0.66697479,0.665529412,41.07764706,42.33373109,51.60498319,53.82484874,2.12512605,21.39641176,3.336848739
107,0.672428571,0.666235294,0.664436975,0.666689076,0.664857143,41.06808403,42.33576471,51.61367227,53.8372521,2.124336134,21.39930252,3.334647059
108,0.672067227,0.666226891,0.664504202,0.665890756,0.665033613,41.01265546,42.32734454,51.6065042,53.83257143,2.122915966,21.39513445,3.333722689
109,0.671647059,0.665689076,0.664428571,0.66602521,0.664579832,40.98333613,42.31233613,51.61630252,53.84130252,2.123941176,21.39177311,3.332369748
110,0.671775,0.66555,0.664066667,0.666191667,0.664666667,40.984775,42.30510833,51.59693333,53.835425,2.122941667,21.39165833,3.33225
111,0.671932773,0.666109244,0.663932773,0.66612605,0.664630252,41.03568067,42.34110924,51.6094958,53.82134454,2.122689076,21.39504202,3.332731092
112,0.671705882,0.665789916,0.663655462,0.665815126,0.664546218,41.22167227,42.32536134,51.62419328,53.8032605,2.12097479,21.39565546,3.331512605
113,0.671579832,0.665327731,0.663663866,0.665411765,0.664134454,41.36737815,42.31182353,51.61505882,53.79494118,2.125210084,21.40360504,3.330117647
114,0.671168067,0.665672269,0.663857143,0.665605042,0.664243697,41.2922521,42.26381513,51.5755042,53.78018487,2.124361345,21.36239496,3.330546218
115,0.671625,0.665633333,0.663666667,0.665675,0.6643,41.30163333,42.28864167,51.6162,53.79330833,2.125608333,21.38305,3.3309
116,0.671521008,0.665445378,0.663672269,0.66597479,0.664563025,41.27603361,42.29148739,51.61115966,53.80304202,2.126638655,21.39052941,3.331176471
117,0.671529412,0.665596639,0.664016807,0.666277311,0.664512605,41.28083193,42.30002521,51.62481513,53.79038655,2.128319328,21.39258824,3.331932773
118,0.671705882,0.665537815,0.664310924,0.66602521,0.664638655,41.32428571,42.32034454,51.6270084,53.77870588,2.124235294,21.3785042,3.332218487
119,0.671848739,0.665680672,0.664033613,0.665991597,0.664731092,41.44233613,42.3172437,51.67023529,53.78987395,2.120453782,21.38356303,3.332285714
120,0.671616667,0.665908333,0.664491667,0.66615,0.665,41.38518333,42.33813333,51.657775,53.7901,2.123058333,21.39758333,3.333166667
121,0.671563025,0.66605042,0.664134454,0.666352941,0.664697479,41.43321849,42.29671429,51.64084034,53.78907563,2.124336134,21.39161345,3.332798319
122,0.671773109,0.665882353,0.664058824,0.666159664,0.664554622,41.45883193,42.32089916,51.66348739,53.76844538,2.12310084,21.38119328,3.332428571
123,0.671647059,0.665966387,0.664,0.666420168,0.665084034,41.40060504,42.31216807,51.64538655,53.76057143,2.123184874,21.38483193,3.333117647
124,0.671739496,0.666042017,0.664176471,0.66607563,0.664504202,41.35756303,42.32298319,51.64357143,53.77886555,2.126252101,21.39931933,3.332537815
125,0.671714286,0.665722689,0.664176471,0.666285714,0.664848739,41.34230252,42.28827731,51.63593277,53.79405042,2.128571429,21.40078992,3.332747899
126,0.671525,0.665833333,0.663833333,0.666091667,0.6645,41.291825,42.322575,51.63625,53.7975,2.128825,21.394225,3.331783333
127,0.671252101,0.665226891,0.66402521,0.665647059,0.664386555,41.27763866,42.31355462,51.62705042,53.81527731,2.132445378,21.39012605,3.330537815
128,0.671243697,0.665487395,0.663378151,0.665420168,0.664277311,41.22066387,42.29347899,51.59852101,53.78373109,2.134672269,21.38483193,3.329806723
129,0.670857143,0.664957983,0.663008403,0.665512605,0.663747899,41.22015126,42.30310924,51.60302521,53.80859664,2.133840336,21.39129412,3.328084034
130,0.669798319,0.664277311,0.662529412,0.664957983,0.663260504,41.15719328,42.28963025,51.60232773,53.80594958,2.137756303,21.38557983,3.324823529
131,0.669375,0.663666667,0.661675,0.663733333,0.662541667,41.08105833,42.31100833,51.59508333,53.80764167,2.133875,21.38424167,3.320991667
132,0.668966387,0.66310084,0.661680672,0.663546218,0.66192437,41.01673109,42.30810924,51.61067227,53.8164958,2.126168067,21.38419328,3.319218487
133,0.668605042,0.66305042,0.660722689,0.663117647,0.661680672,41.0727563,42.33326891,51.62237815,53.82047899,2.123915966,21.3844958,3.317176471
134,0.667882353,0.662722689,0.660243697,0.662655462,0.660823529,41.01571429,42.32717647,51.60996639,53.81380672,2.123840336,21.38436134,3.314327731
135,0.667243697,0.661764706,0.660218487,0.661773109,0.660109244,41.15183193,42.32679832,51.62164706,53.80589916,2.122512605,21.38887395,3.311109244
136,0.667066667,0.661633333,0.659708333,0.661491667,0.660091667,41.44145833,42.31909167,51.64984167,53.80639167,2.120391667,21.39855,3.309991667
137,0.667260504,0.661823529,0.660008403,0.661773109,0.660344538,41.50131933,42.3152521,51.69241176,53.84397479,2.12502521,21.39630252,3.311210084
138,0.667208333,0.662091667,0.6599,0.66195,0.660441667,41.44573333,42.2881,51.626325,53.81480833,2.127116667,21.383975,3.311591667
139,0.667680672,0.662084034,0.660142857,0.662016807,0.660579832,41.37368908,42.29851261,51.61005882,53.78942017,2.125235294,21.38446218,3.312504202
140,0.667605042,0.662420168,0.660529412,0.662268908,0.660882353,41.35198319,42.31105882,51.62947059,53.81015126,2.124857143,21.39057983,3.313705882
141,0.667933333,0.662658333,0.660816667,0.6626,0.661358333,41.357325,42.304625,51.61903333,53.80444167,2.122783333,21.385375,3.315366667
142,0.668537815,0.662731092,0.661159664,0.662957983,0.661134454,41.36305882,42.30127731,51.61088235,53.75990756,2.119941176,21.38617647,3.316521008
143,0.668638655,0.66312605,0.661134454,0.663478992,0.66197479,41.42606723,42.32792437,51.65205042,53.78476471,2.116806723,21.38382353,3.318352941
144,0.669226891,0.663504202,0.661823529,0.663689076,0.662352941,41.39977311,42.31513445,51.61863025,53.78665546,2.121260504,21.3969916,3.320596639
145,0.669428571,0.663705882,0.661722689,0.66392437,0.662462185,41.41604202,42.33197479,51.61765546,53.79881513,2.127621849,21.38515966,3.321243697
146,0.669366667,0.6638,0.661533333,0.663575,0.662525,41.37016667,42.304025,51.60014167,53.80104167,2.131925,21.38455833,3.3208
147,0.66902521,0.663571429,0.662058824,0.663798319,0.662537815,41.25236975,42.30841176,51.5762521,53.79571429,2.134352941,21.38264706,3.320991597
148,0.669201681,0.663697479,0.661689076,0.66405042,0.662386555,41.18346218,42.27182353,51.57514286,53.79381513,2.133655462,21.37560504,3.32102521
149,0.669117647,0.664058824,0.661781513,0.663756303,0.662554622,41.10905882,42.30143697,51.54334454,53.76551261,2.136655462,21.37790756,3.321268908
150,0.669176471,0.663731092,0.661915966,0.664042017,0.662571429,41.07289076,42.33589916,51.61508403,53.84418487,2.133613445,21.39042017,3.321436975
151,0.669184874,0.663571429,0.661840336,0.663764706,0.662579832,41.07228571,42.33567227,51.60054622,53.84378992,2.131462185,21.38780672,3.320941176
152,0.669316667,0.663791667,0.661866667,0.663925,0.662366667,41.069725,42.33830833,51.609825,53.83036667,2.138033333,21.3831,3.321266667
153,0.669235294,0.663966387,0.661957983,0.663815126,0.662731092,40.98580672,42.35742857,51.61260504,53.84266387,2.136033613,21.38666387,3.321705882
154,0.669151261,0.663756303,0.661689076,0.663991597,0.662613445,40.89539496,42.32752101,51.60221849,53.83051261,2.134848739,21.38179832,3.321201681
155,0.66897479,0.663352941,0.661521008,0.663436975,0.662033613,40.92130252,42.34063866,51.59520168,53.83102521,2.135411765,21.3799916,3.319319328
156,0.668453782,0.66292437,0.66087395,0.663369748,0.66187395,40.9197395,42.31997479,51.5700084,53.8290084,2.133605042,21.38090756,3.317495798
157,0.668425,0.662933333,0.661041667,0.663208333,0.661508333,40.85011667,42.32515,51.56974167,53.83375833,2.13175,21.385925,3.317116667
158,0.668184874,0.662731092,0.660168067,0.662537815,0.661016807,40.83260504,42.31681513,51.57948739,53.83626891,2.126512605,21.37746218,3.314638655
159,0.667563025,0.662277311,0.660168067,0.662605042,0.660815126,41.03942857,42.31807563,51.58273109,53.82517647,2.132689076,21.38497479,3.313428571
160,0.667319328,0.661815126,0.659672269,0.662033613,0.660798319,41.03456303,42.31506723,51.5837563,53.8247563,2.133067227,21.3842521,3.311638655
161,0.667344538,0.661907563,0.659260504,0.661907563,0.660537815,41.29691597,42.33379832,51.60887395,53.79521849,2.135831933,21.38657983,3.310957983
162,0.667258333,0.661941667,0.659875,0.661733333,0.660608333,41.34914167,42.31138333,51.57599167,53.77098333,2.135783333,21.38424167,3.311416667
163,0.667361345,0.661697479,0.659865546,0.662420168,0.660386555,41.29378151,42.29762185,51.58794118,53.77110924,2.137176471,21.37930252,3.311731092
164,0.667319328,0.662285714,0.659731092,0.661907563,0.660840336,41.30964706,42.30936975,51.5799916,53.77833613,2.139243697,21.3772437,3.312084034
165,0.667605042,0.662378151,0.659966387,0.662554622,0.661058824,41.26021008,42.30192437,51.62294118,53.78378992,2.137781513,21.38642857,3.313563025
166,0.66794958,0.662386555,0.660504202,0.662672269,0.661142857,41.36105042,42.33614286,51.61817647,53.77615966,2.138058824,21.37998319,3.314655462
167,0.668066667,0.662516667,0.660633333,0.66285,0.661483333,41.41310833,42.331825,51.64020833,53.76364167,2.137691667,21.38714167,3.31555
168,0.668394958,0.662764706,0.660966387,0.662848739,0.661630252,41.54447059,42.3370084,51.66714286,53.78723529,2.133966387,21.38231092,3.316605042
169,0.668403361,0.662857143,0.661067227,0.663092437,0.661806723,41.54066387,42.32268908,51.64217647,53.77887395,2.130445378,21.39702521,3.317226891
170,0.668630252,0.663042017,0.661210084,0.662739496,0.661848739,41.44084874,42.31590756,51.65195798,53.79094118,2.132453782,21.3930084,3.317470588
171,0.668504202,0.663294118,0.660907563,0.663235294,0.662067227,41.47166387,42.35732773,51.66442017,53.79068908,2.132689076,21.39005042,3.318008403
172,0.668483333,0.663308333,0.661283333,0.6633,0.66205,41.35015,42.30458333,51.64463333,53.811275,2.1326,21.392575,3.318425
173,0.668588235,0.663117647,0.660563025,0.663134454,0.661739496,41.33931092,42.30776471,51.61531933,53.78940336,2.134672269,21.39319328,3.317142857
174,0.666705882,0.661403361,0.659680672,0.661932773,0.660042017,41.34959664,42.29676471,51.60994118,53.78305882,2.136663866,21.38603361,3.309764706
175,0.666008403,0.660983193,0.658798319,0.661142857,0.659487395,41.34227731,42.30010084,51.6245042,53.79298319,2.134285714,21.37129412,3.306420168
176,0.666193277,0.660823529,0.658941176,0.660966387,0.659521008,41.41242017,42.34123529,51.63495798,53.80511765,2.130092437,21.38017647,3.306445378
177,0.666491667,0.661,0.659183333,0.66135,0.659633333,41.40206667,42.340775,51.635325,53.80565,2.130508333,21.373625,3.307658333
178,0.666663866,0.661235294,0.658882353,0.661386555,0.659915966,41.31801681,42.34743697,51.61680672,53.78880672,2.130596639,21.37842857,3.308084034
179,0.666369748,0.661344538,0.659521008,0.661226891,0.65997479,41.36459664,42.33455462,51.57052941,53.7612605,2.127411765,21.37376471,3.308436975
180,0.666806723,0.661,0.659731092,0.661378151,0.660109244,41.29915966,42.32856303,51.60962185,53.79529412,2.131235294,21.3697563,3.30902521
181,0.666151261,0.661411765,0.659067227,0.661210084,0.659857143,41.25941176,42.33923529,51.59222689,53.77453782,2.128428571,21.36872269,3.307697479
182,0.666226891,0.661109244,0.658647059,0.660781513,0.659521008,41.21946218,42.32061345,51.60889076,53.80031092,2.127470588,21.3772605,3.306285714
183,0.666558333,0.661025,0.658966667,0.661083333,0.6596,41.326075,42.326025,51.62719167,53.80518333,2.128841667,21.37785833,3.307233333
184,0.665966387,0.660764706,0.65894958,0.660722689,0.659016807,41.39301681,42.34489916,51.63136975,53.80436134,2.127495798,21.38972269,3.305420168
185,0.66597479,0.660680672,0.658512605,0.660521008,0.659243697,41.36143697,42.31909244,51.64091597,53.8142437,2.128764706,21.38862185,3.304932773
186,0.667458333,0.662041667,0.6599,0.662208333,0.660741667,41.30063333,42.34038333,51.33465,53.491775,2.120041667,21.38120833,3.31235
187,0.669201681,0.66397479,0.661689076,0.663941176,0.662764706,41.30830252,42.34238655,51.47404202,53.6049916,2.120218487,21.4215042,3.321571429
188,0.67005,0.6641,0.662425,0.664258333,0.663366667,41.47834167,42.33688333,51.629275,53.76380833,2.120241667,21.4008,3.3242
189,0.669840336,0.664672269,0.662428571,0.664647059,0.663235294,41.42263025,42.33161345,51.63937815,53.76464706,2.114294118,21.35110924,3.324823529
190,0.669815126,0.664504202,0.662571429,0.664630252,0.663319328,41.42228571,42.31672269,51.61263025,53.76121849,2.117411765,21.37176471,3.324840336
